0,0
1.6689300537109375e-06,0
1.2553396224975586,2000
2.47259259223938,4000
3.7039084434509277,6000
4.9676501750946045,8000
6.138850212097168,10000
7.339991569519043,12000
8.509573459625244,14000
9.715068578720093,16000
10.90991735458374,18000
0,0
1.9073486328125e-06,0
1.4863901138305664,3000
2.9983277320861816,6000
4.367278814315796,9000
5.943459749221802,12000
7.305991172790527,15000
8.690989017486572,18000
10.17118215560913,21000
11.57226014137268,24000
12.996840000152588,27000
0,0
2.384185791015625e-06,0
1.396486759185791,2500
2.7241599559783936,5000
4.164013862609863,7500
5.464551687240601,10000
6.778049945831299,12500
8.067528009414673,15000
9.365310668945312,17500
10.688305139541626,20000
11.977338790893555,22500
0,0
1.6689300537109375e-06,0
1.4273488521575928,2500
2.829148054122925,5000
4.172534227371216,7500
5.438032388687134,10000
6.735516548156738,12500
8.066813707351685,15000
9.362030267715454,17500
10.68281602859497,20000
12.090772867202759,22500
0,0
2.384185791015625e-06,0
1.439934253692627,2500
2.775111436843872,5000
4.285942792892456,7500
5.615569829940796,10000
6.872411727905273,12500
8.21971607208252,15000
9.547436952590942,17500
10.81722354888916,20000
12.125277042388916,22500
0,0
1.9073486328125e-06,0
1.530341625213623,2500
2.886666774749756,5000
4.275955438613892,7500
5.562103271484375,10000
6.82703423500061,12500
8.120908975601196,15000
9.467525959014893,17500
10.738149642944336,20000
12.075985193252563,22500
0,0
1.9073486328125e-06,0
1.4455866813659668,2500
2.808366060256958,5000
4.1864166259765625,7500
5.4728875160217285,10000
6.81221079826355,12500
8.074060201644897,15000
9.398569822311401,17500
10.74243712425232,20000
12.091461896896362,22500
0,0
1.9073486328125e-06,0
1.871891975402832,4000
3.723353862762451,8000
5.526831388473511,12000
7.4634950160980225,16000
9.30396056175232,20000
11.094993352890015,24000
12.929660320281982,28000
14.747088432312012,32000
16.48673677444458,36000
0,0
2.1457672119140625e-06,0
1.9570484161376953,4000
3.865875005722046,8000
5.744345426559448,12000
7.558133125305176,16000
9.46158742904663,20000
11.415549516677856,24000
13.195030927658081,28000
15.023488759994507,32000
16.83966612815857,36000
0,0
1.9073486328125e-06,0
